Timestamps,Signal
1,-0.0029447869327612303
2,-0.0029447662279924202
3,-0.002944748611773592
4,-0.0029447341712535054
5,-0.0029447215707043943
6,-0.0029447118677300454
7,-0.002944702121082422
8,-0.0029446922602235355
9,-0.0029446846944565855
10,-0.0029446788544819007
11,-0.002944672840687351
12,-0.002944666805984704
13,-0.0029446613142663806
14,-0.002944655951308998
15,-0.002944652535079278
16,-0.002944651181796526
17,-0.0029446506772137777
18,-0.002944651453943865
19,-0.0029446497999365663
20,-0.0029446452443023436
21,-0.0029446398665310407
22,-0.002944632589899981
23,-0.002944625292935626
24,-0.0029446181170325815
25,-0.0029446091605267134
26,-0.0029445987861585195
27,-0.002944590102525445
28,-0.0029445831091225593
29,-0.0029445765259840592
30,-0.002944571110452758
31,-0.002944564519712138
32,-0.002944556585195205
33,-0.0029445490856085093
34,-0.0029445414850238576
35,-0.0029445392395246748
36,-0.002944543096648084
37,-0.002944550113416451
38,-0.002944561920313023
39,-0.0029445758040064518
40,-0.002944591623316528
41,-0.002944612231918843
42,-0.0029446371563008516
43,-0.002944661815024974
44,-0.002944686261090787
45,-0.0029447124702810523
46,-0.002944739368239908
47,-0.002944770503364629
48,-0.002944806185266674
49,-0.0029448438178142355
50,-0.002944884257105636
51,-0.0029449244408404425
52,-0.0029449638274885778
53,-0.0029450045177953493
54,-0.002945045598825476
55,-0.002945088303992558
56,-0.0029451328044198173
57,-0.0029451776764943525
58,-0.002945223175546589
59,-0.002945272597394563
60,-0.0029453260351181743
61,-0.002945382071456788
62,-0.002945441550614353
63,-0.0029455021986213087
64,-0.002945563869298333
65,-0.002945628406417351
66,-0.0029456953168392756
67,-0.0029457597324501657
68,-0.002945821381802199
69,-0.0029458822095671717
70,-0.0029459408717608373
71,-0.0029460006254868024
72,-0.0029460615729367144
73,-0.0029461208817216067
74,-0.002946179171143752
75,-0.002946239284554741
76,-0.002946301077382347
77,-0.0029463635481513984
78,-0.002946427338041786
79,-0.0029464899486876697
80,-0.002946551200814667
81,-0.0029466128255716977
82,-0.002946674227016901
83,-0.0029467393276306772
84,-0.002946808669022685
85,-0.00294687994792178
86,-0.002946954309912572
